"sbj_ID","Age","Gender","Education","L1","L2","L3","L4","otherLs","task","AoAL1","AoAL2","AoAL3","AoAL4","AttentionL1","AttentionL2","AttentionL3","AttentionL4","HistoryL1Score","HistoryL2Score","HistoryL3Score","HistoryL4Score","UseL1Score","UseL2Score","UseL3Score","UseL4Score","ProficiencyL1Score","ProficiencyL2Score","ProficiencyL3Score","ProficiencyL4Score","AttitudeL1Score","AttitudeL2Score","AttitudeL3Score","AttitudeL4Score","L1Score","L2Score","L3Score","L4Score","AoEaseL1","AoEaseL2","yearsEduL1","yearsEduL2","yearsCountryL1","yearsCountryL2","yearsFamilyL1","yearsFamilyL2","yearsWorkL1","yearsWorkL2","PercFriendsL1","PercFriendsL2","PercFamilyL1","PercFamilyL2","PercWorkL1","PercWorkL2","PercSelfL1","PercSelfL2","PercCountL1","PercCountL2","ProfSpeakL1","ProfSpeakL2","ProfUnderstandL1","ProfUnderstandL2","ProfReadL1","ProfReadL2","ProfWriteL1","ProfWriteL2","AttSelfL1","AttSelfL2","AttCultureL1","AttCultureL2","AttNativeLevelL1","AttNativeLevelL2","AttMothertongueL1","AttMothertongueL2","AoEaseL3","AoEaseL4","yearsEduL3","yearsEduL4","yearsCountryL3","yearsCountryL4","yearsFamilyL3","yearsFamilyL4","yearsWorkL3","yearsWorkL4","PercFriendsL3","PercFriendsL4","PercFamilyL3","PercFamilyL4","PercWorkL3","PercWorkL4","PercSelfL3","PercSelfL4","PercCountL3","PercCountL4","ProfSpeakL3","ProfSpeakL4","ProfUnderstandL3","ProfUnderstandL4","ProfReadL3","ProfReadL4","ProfWriteL3","ProfWriteL4","AttSelfL3","AttSelfL4","AttCultureL3","AttCultureL4","AttNativeLevelL3","AttNativeLevelL4","AttMothertongueL3","AttMothertongueL4","RC1_L3","RC9_L4","RC2_use_L1vsL2","RC8_hist_L2","RC3_prof_L2","var","ent","use_ent","multiexp","L1_L2_diff","cossim","use_cossim","category","script"
"60664619eac28843177fee96",24,"Man","Masters","Portuguese","English","Spanish","n/a","no","BLP",20,10,7,NA,"true","true","true","",53.118,9.08,6.81,0,42.51,10.9,11.99,0,52.21,52.21,24.97,0,47.67,40.86,20.43,0,195.508,113.05,64.2,0,20,6,17,3,20,0,20,0,20,1,9,1,10,0,6,3,7,3,7,3,6,6,6,6,6,6,5,5,5,5,6,1,4,6,6,6,6,NA,1,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,NA,0,NA,0,NA,2,NA,4,NA,4,NA,1,NA,1,NA,2,NA,3,NA,3,NA,0.988829958113352,-0.772637306621277,0.0850808739441584,-1.25671452733874,0.721667959577117,6796.06297433334,1.44738486277158,1.28349534078333,372.758,82.458,0.916623065720287,0.829977936713103,"tri","same"
"60670ac0fc7e169231369ab1",22,"Man","MinusCollege","English","IsiZulu","n/a","n/a","n/a","BLP",20,20,NA,NA,"true","true","","",44.492,39.498,0,0,50.14,4.36,0,0,54.48,45.4,0,0,27.24,27.24,0,0,176.352,116.498,0,0,20,20,14,3,20,20,20,20,4,4,9,1,8,2,9,1,10,0,10,0,6,6,6,6,6,4,6,4,6,6,0,0,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.778896055200329,-0.248995259005664,-1.43402633588191,2.24777226155426,0.704464815883725,7743.843761,0.969653757538263,0.402179190202273,292.85,59.854,0.979745881490126,0.765704864789611,"bi","same"
"606dc21c1ce7dc64af9d81fb",24,"Man","MinusCollege","Spanish","English","n/a","n/a","no","BLP",20,7,NA,NA,"true","true","","",45.4,4.994,0,0,49.05,5.45,0,0,54.48,38.59,0,0,52.21,24.97,0,0,201.14,74.004,0,0,20,4,20,0,20,0,20,0,0,0,10,0,10,0,8,2,7,3,10,0,6,4,6,5,6,5,6,3,6,3,6,0,5,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02591547818073,-0.156799699845228,-0.365780339770285,-1.24046679577481,-0.0871700760207909,9002.612144,0.839974997189557,0.468995593589281,275.144,127.136,0.907775439034556,0.78086880944303,"bi","same"
"6074768dc48e0753011d3d72",21,"Other","MinusCollege","Polish","English","German","n/a","No","BLP",20,17,14,NA,"true","true","true","",52.664,24.516,17.706,0,38.15,14.17,11.99,0,54.48,54.48,40.86,0,54.48,54.48,36.32,0,199.774,147.646,106.876,0,20,14,16,16,20,2,20,2,20,3,6,3,9,1,6,3,7,3,7,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,NA,13,NA,2,NA,2,NA,1,NA,1,NA,0,NA,1,NA,0,NA,0,NA,4,NA,5,NA,5,NA,4,NA,4,NA,4,NA,4,NA,4,NA,1.37095003545191,-1.03928177727665,0.372811752427132,0.0830491849973257,0.270079847989956,7178.419288,1.53933977588993,1.37951813861746,454.296,52.128,0.969898145074306,0.875155180330303,"tri","same"
"607ea5504e74d104da5a108a",22,"Man","HighSchool","Polish","English","n/a","n/a","No","BLP",20,15,NA,NA,"true","true","","",52.21,14.982,0,0,50.14,4.36,0,0,52.21,43.13,0,0,34.05,29.51,0,0,188.61,91.982,0,0,20,7,15,10,20,0,20,1,20,0,9,1,10,0,8,2,9,1,10,0,5,4,6,5,6,6,6,4,4,3,3,4,3,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.962764270014827,-0.168314921766367,-0.92797632631019,-0.330236355072471,0.442508170131384,8117.150936,0.91267739154358,0.402179190202273,280.592,96.628,0.945505685129187,0.765704864789611,"bi","same"
"60883a7e91c0be66dbb96fc8",23,"Woman","PlusCollege","Portuguese","English","French","Spanish","no","BLP",20,12,16,9,"true","true","true","true",44.492,14.074,25.878,4.086,45.78,6.54,8.72,0,54.48,45.4,38.59,13.62,54.48,36.32,40.86,11.35,199.232,102.334,114.048,29.056,19,7,17,10,20,0,20,0,2,2,9,1,8,0,5,5,10,0,10,0,6,5,6,6,6,5,6,4,6,4,6,3,6,6,6,3,13,0,8,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,5,3,5,2,3,1,3,0,5,2,4,2,6,1,0.752339781318757,0.269390506714051,-0.450505901238727,-0.790061684386604,0.0646315940194901,4861.32753166667,1.76739075972682,1.0575851584677,444.67,96.898,0.954696260223093,0.748866573223917,"quadri","same"
"608858869a591bd129fbbc6c",24,"Woman","Masters","Portuguese","English","n/a","n/a","n/a","BLP",20,14,NA,NA,"true","true","","",42.676,14.528,0,0,49.05,5.45,0,0,54.48,45.4,0,0,54.48,40.86,0,0,200.686,106.238,0,0,20,8,12,9,20,0,20,0,2,1,9,1,10,0,9,1,8,2,9,1,6,5,6,5,6,5,6,5,6,6,6,4,6,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08713225764487,-0.180637781866412,-0.769347258790746,-0.406075609303576,0.254171019345188,9336.93259866667,0.93057141095732,0.468995593589281,306.924,94.448,0.95577039002449,0.78086880944303,"bi","same"
"608c2e566d92c2aa3543e2d2",22,"Man","PlusCollege","Portuguese","English","n/a","n/a","n/a","BLP",20,16,NA,NA,"true","true","","",51.302,14.528,0,0,51.23,3.27,0,0,49.94,40.86,0,0,49.94,38.59,0,0,202.412,97.248,0,0,20,12,20,4,13,0,20,0,20,0,9,1,10,0,9,1,9,1,10,0,5,4,6,6,6,5,5,3,5,4,5,1,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.07203314072419,-0.051823790982458,-1.06821800055724,-0.323286501044092,-0.186811742692678,9326.254116,0.909237476991333,0.327444919154476,299.66,105.164,0.943580167543262,0.750713516922755,"bi","same"
"608c64e14968cdd8dcbe1be4",24,"Man","Masters","French","English","n/a","n/a","No","BLP",20,11,NA,NA,"true","true","","",54.48,12.712,0,0,53.41,1.09,0,0,54.48,38.59,0,0,54.48,4.54,0,0,216.85,56.932,0,0,20,4,20,11,20,0,20,0,20,2,9,1,10,0,10,0,10,0,10,0,6,4,6,4,6,5,6,4,6,1,6,0,6,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0370382918652,-0.0615601914104096,-0.659696060445423,-0.0270097794670764,0.332395727828789,10508.6764143333,0.737539109547847,0.141440542541821,273.782,159.918,0.8634879749547,0.721387321030952,"bi","same"
"6092e2aac56871319199b6a5",25,"Woman","Masters","Portuguese","English","n/a","n/a","no","BLP",20,17,NA,NA,"true","true","","",43.584,18.16,0,0,31.61,22.89,0,0,49.94,40.86,0,0,27.24,29.51,0,0,152.374,111.42,0,0,20,7,15,15,20,0,20,0,1,1,7,3,10,0,10,0,0,10,2,8,5,4,6,6,6,4,5,4,3,6,4,2,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.760251387418164,-0.334741888000182,1.0954653605403,-0.809060337005669,-0.0717142529867464,6078.477889,0.982543167467597,0.981453895033654,263.794,40.954,0.988162294026731,0.987440631916705,"bi","same"
"6093cacf9a39751eedd55916",25,"Man","PhD","Arabic","English","French","n/a","no","BLP",20,17,17,NA,"true","true","true","",52.21,24.062,22.7,0,33.79,9.81,20.71,0,54.48,54.48,47.67,0,54.48,52.21,43.13,0,194.96,140.562,134.21,0,20,13,15,12,20,3,20,3,20,5,6,1,9,1,4,2,6,3,6,2,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,9,NA,14,NA,3,NA,3,NA,4,NA,3,NA,0,NA,4,NA,1,NA,2,NA,5,NA,6,NA,6,NA,4,NA,3,NA,4,NA,6,NA,6,NA,2.57894482688166,-1.33019987426583,0.337240678011287,0.0839163569421663,0.224005575699188,6872.45452933334,1.56380314202357,1.42806621223638,469.732,54.398,0.985176251130727,0.909415912012551,"tri","mixed/diff"
"60957b300f08087b0af0031c",24,"Woman","PlusCollege","Italian","French","English","Spanish","rumeno","BLP",20,7,17,7,"true","true","true","true",54.48,12.258,22.7,10.896,45.78,4.36,13.08,2.18,54.48,49.94,40.86,40.86,54.48,36.32,34.05,34.05,209.22,102.878,110.69,87.986,20,6,20,8,20,1,20,0,20,5,10,0,10,0,6,2,10,0,6,2,6,6,6,6,6,6,6,4,6,4,6,4,6,4,6,4,10,6,12,5,1,1,2,0,8,5,0,0,0,0,1,1,0,0,1,1,4,4,4,4,6,6,4,4,3,3,4,4,4,4,4,4,0.682640048632521,2.63977907984899,-0.579499916617106,-0.921322542060074,0.366781760402334,3042.727937,1.90824827582861,1.24860923285249,510.774,106.342,0.936604511168855,0.683231278011415,"quadri","same"
"60a3fe2d888e7a090d6d8f82",21,"Man","MinusCollege","Afrikaans","English","n/a","n/a","no","BLP",20,18,NA,NA,"true","true","","",50.848,49.94,0,0,37.06,17.44,0,0,47.67,52.21,0,0,54.48,49.94,0,0,190.058,169.53,0,0,20,20,16,16,20,20,20,20,16,16,7,3,9,1,4,6,7,3,7,3,6,5,6,6,4,6,5,6,6,5,6,5,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04565178652391,-0.122921347571935,-0.0832369549811966,2.72914034311896,0.232421482773912,10845.527276,0.997647857775545,0.904381457724494,359.588,20.528,0.998374477581275,0.940887411868727,"bi","same"
"60a68725b2b424dc0d7ce793",22,"Man","College","Portuguese","English","n/a","n/a","no","BLP",20,10,NA,NA,"true","true","","",50.848,9.534,0,0,39.24,15.26,0,0,54.48,47.67,0,0,54.48,52.21,0,0,199.048,124.674,0,0,20,4,12,7,20,0,20,0,20,0,10,0,10,0,6,4,4,6,6,4,6,5,6,6,6,6,6,4,6,6,6,5,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.18618612456378,-0.234516600784449,0.626827662069653,-1.35710051728378,-0.0690877983913904,9654.909753,0.961582546723627,0.855450810560131,323.722,74.374,0.974609125642142,0.915315032422766,"bi","same"
"60b7b8126c0c4524e913236e",23,"Man","College","English","Portuguese","n/a","n/a","n/a","BLP",20,17,NA,NA,"true","true","","",29.51,37.228,0,0,17.44,37.06,0,0,52.21,52.21,0,0,52.21,43.13,0,0,151.37,169.628,0,0,20,20,12,12,12,12,0,20,1,1,2,8,0,10,5,5,6,4,3,7,6,6,6,6,6,6,5,5,6,5,5,5,6,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.854065547058325,-0.472209840509029,2.47357746603838,0.605808537793043,0.315116134962448,8642.20209433333,0.997665033210322,0.904381457724494,320.998,18.258,0.998386312100104,0.940887411868727,"bi","same"
"60bbe0da43325dadf2b1b6a9",25,"Woman","College","Portuguese","English","n/a","n/a","no","BLP",20,15,NA,NA,"true","true","","",54.48,14.982,0,0,23.98,30.52,6.54,0,54.48,49.94,0,0,54.48,45.4,0,0,187.42,140.842,6.54,0,20,5,20,8,20,0,20,0,20,5,5,5,6,4,5,5,3,7,3,7,6,6,6,6,6,6,6,4,6,6,6,2,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.369238631485972,-0.480025586988113,2.64964166278536,-1.2284895722033,-0.165875095701049,8994.13405433334,1.10499396110887,1.37479762862974,334.802,46.578,0.990082726557656,0.895341271147511,"tri","same"
"60c49e68081928c86ba7b98a",22,"Man","HighSchool","Italian","English","n/a","n/a","no","BLP",20,12,NA,NA,"true","true","","",44.492,15.89,0,0,50.14,4.36,0,0,54.48,36.32,0,0,27.24,15.89,0,0,176.352,72.46,0,0,20,3,18,20,20,0,20,0,0,0,9,1,10,0,8,2,9,1,10,0,6,4,6,4,6,4,6,4,6,5,4,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.761113639497012,-0.234514712053644,-0.857922185457887,-0.110983885016512,0.10580122940532,6957.875556,0.87029699022828,0.402179190202273,248.812,103.892,0.922786542467438,0.765704864789611,"bi","same"
"60d478e72e8251287b641b2d",21,"Woman","MinusCollege","English","Afrikaans","n/a","n/a","Arabic","BLP",20,13,NA,NA,"true","true","","",54.48,33.596,0,0,49.05,5.45,0,0,54.48,43.13,0,0,54.48,20.43,0,0,212.49,102.606,0,0,20,7,20,10,20,20,20,20,20,4,9,1,8,2,9,1,9,1,10,0,6,3,6,6,6,5,6,5,6,0,6,2,6,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02257310682783,-0.090873366740964,-0.605532086994442,1.89710134776206,0.170963534625089,10286.206344,0.910403418278327,0.468995593589281,315.096,109.884,0.944231126243054,0.78086880944303,"bi","same"
"60d7605d7af8d66774061717",25,"Woman","Masters","Portuguese","English","n/a","n/a","no","BLP",20,12,NA,NA,"true","true","","",45.4,11.35,0,0,45.78,6.54,0,0,52.21,43.13,0,0,54.48,47.67,0,0,197.87,108.69,0,0,20,5,18,8,20,0,20,0,2,0,9,0,10,0,8,1,7,3,8,2,6,4,6,6,6,6,5,3,6,5,6,5,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.10923418208486,-0.143001012637662,-0.54007496373472,-0.874482202593445,-0.226987284800803,9157.0982,0.938063687599593,0.543564443199596,306.56,89.18,0.960196213049945,0.8,"bi","same"
"60db4aed5dd7b87124f51341",23,"Woman","HighSchool","English","Afrikaans","n/a","n/a","no","BLP",20,17,NA,NA,"true","true","","",51.756,45.854,0,0,51.23,3.27,0,0,54.48,43.13,0,0,54.48,52.21,0,0,211.946,144.464,0,0,20,12,14,12,20,20,20,20,20,20,9,1,10,0,9,1,9,1,10,0,6,5,6,6,6,4,6,4,6,5,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04248536902724,-0.0692298615845413,-1.40383295612142,3.06116477438841,-0.697381736025321,11344.6440623333,0.973983702145575,0.327444919154476,356.41,67.482,0.982543507618141,0.750713516922755,"bi","same"
"60dee3200c7c3355c62326d9",20,"Woman","HighSchool","English","Afrikaans","Italian","n/a","no","BLP",20,15,3,NA,"true","true","true","",54.026,38.59,4.086,0,50.14,2.18,11.99,0,54.48,34.05,20.43,0,54.48,40.86,49.94,0,213.126,115.68,86.446,0,20,1,20,10,19,19,20,20,20,20,10,0,9,1,10,0,9,0,8,1,6,4,6,5,6,4,6,2,6,0,6,6,6,6,6,6,3,NA,1,NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,1,NA,1,NA,2,NA,4,NA,2,NA,1,NA,4,NA,6,NA,6,NA,6,NA,1.46168439738439,-0.734728891194922,-0.933197280445084,2.605675711463,-1.7682608085566,7722.969772,1.47887804475641,0.897260036079928,415.252,97.446,0.931254019632536,0.719565704376859,"tri","same"
"60e12640be1b69b66053d55b",21,"Man","College","Portuguese","English","Spanish","French","nope","BLP",20,15,13,10,"true","true","true","true",42.676,16.798,9.988,6.356,39.24,14.17,11.99,0,54.48,54.48,38.59,2.27,54.48,54.48,38.59,6.81,190.876,139.928,99.158,15.436,20,13,12,7,20,0,20,1,2,1,7,2,10,0,9,1,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,4,0,6,0,3,0,6,1,6,2,2,0,3,0,1.39699955604352,-0.66769490882136,0.219812740582557,-0.736377484896539,0.465524132789817,5496.40900633334,1.69927942665089,1.36894452572906,445.398,50.948,0.967398484538309,0.869839312029283,"quadri","same"
"60e3b18d3d4205b4c52ada56",24,"Woman","College","English","IsiXhosa","IsiZulu","Sesotho","Afrikaans","BLP",20,20,2,2,"true","true","true","true",54.48,54.48,14.528,14.528,30.52,15.26,4.36,0,54.48,54.48,40.86,34.05,27.24,54.48,4.54,2.27,166.72,178.7,64.288,50.848,20,20,20,20,20,20,20,20,20,20,4,4,3,6,5,2,8,1,8,1,6,6,6,6,6,6,6,6,6,6,0,6,6,6,0,6,2,2,0,0,20,20,4,4,4,4,0,0,NA,NA,1,0,0,0,0,0,3,2,6,6,6,6,3,1,2,1,0,0,0,0,0,0,0.1305846586243,0.404066918879092,0.0376435556272894,2.75386022177442,0.288469999170295,4473.252388,1.80815403640309,1.26467267939572,460.556,11.98,0.893331041572908,0.841525993254292,"quadri","same"
"60e9ea97d19e613e60a994da",22,"Man","College","English","Bemba","Zulu","Afrikaans","Swahili","BLP",20,2,13,12,"true","true","true","true",44.946,11.804,19.068,24.516,50.14,1.09,13.08,1.09,54.48,20.43,27.24,24.97,27.24,54.48,38.59,22.7,176.806,87.804,97.978,73.276,20,0,20,0,17,4,20,20,2,0,9,0,10,0,10,0,7,1,10,0,6,2,6,5,6,1,6,1,6,6,6,6,0,6,0,6,10,5,0,20,17,17,0,0,2,0,1,0,0,0,0,0,1,1,0,0,4,2,5,3,1,3,2,3,5,4,0,0,6,0,6,6,1.17292720078203,0.980802630725183,-1.22555832381854,-0.993468455930103,-3.03722120432867,2148.202696,1.91020977416,0.955167262487244,435.864,89.002,0.938360463765667,0.63077570029677,"quadri","same"
"60eb26fb8db6845a14fe5a91",25,"Woman","Masters","English","n/a","n/a","n/a","YES","BLP",13,NA,NA,NA,"true","","","",34.504,0,0,0,42.51,7.63,7.63,0,54.48,0,0,0,20.43,0,0,0,151.924,7.63,7.63,0,20,NA,12,NA,12,NA,9,NA,10,NA,9,1,6,2,7,1,8,2,9,1,6,NA,6,NA,6,NA,6,NA,3,NA,0,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.587883064440881,-0.358179216941545,0.40985855349222,-1.52288444579399,-3.81938262162064,5403.237704,0.531993581384548,1.09709676693237,167.184,144.294,1,0.760487040933394,"tri","same"
"60ec51c51a3158a50ded8a3e",20,"Man","HighSchool","Polish","English","French","Spanish","no","BLP",20,18,10,5,"true","true","true","true",45.4,21.792,7.718,3.632,45.78,8.72,9.81,0,54.48,54.48,45.4,45.4,54.48,49.94,47.67,45.4,200.14,134.932,110.598,94.432,20,15,18,12,20,1,20,0,2,2,8,2,9,1,7,3,9,1,9,1,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,6,6,3,2,6,6,6,6,0.676027100845684,3.86850178840222,-0.723087725235323,0.229376880002331,0.354426804626022,2161.480617,1.93900725103085,1.15371666343491,540.102,65.208,0.958302818286318,0.779629780554035,"quadri","same"
"60edd136d544e7c8f5fac8a7",21,"Man","HighSchool","IsiZulu","English","Sepedi","n/a","no","BLP",20,17,10,NA,"true","true","true","",36.32,41.768,17.706,0,23.98,28.34,13.08,0,45.4,54.48,18.16,0,54.48,20.43,4.54,0,160.18,145.018,53.486,0,20,15,0,20,20,20,20,20,0,0,7,2,10,0,2,7,3,7,0,10,5,6,6,6,4,6,5,6,6,6,6,3,6,0,6,0,9,NA,0,NA,20,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,2,NA,3,NA,1,NA,2,NA,2,NA,0,NA,0,NA,0,NA,0.913239436887846,-0.759856985418913,1.38175582442627,1.28471444631246,1.16821828556939,5795.01731866667,1.45699422252187,1.51791595743614,358.684,15.162,0.930327077439421,0.959294219086619,"tri","same"
"60f030dca19a06db1b50d16a",22,"Man","MinusCollege","English","Italian","n/a","n/a","Italian","BLP",16,20,NA,NA,"true","true","","",36.32,28.602,0,0,21.8,32.7,0,0,52.21,43.13,0,0,47.67,45.4,0,0,158,149.832,0,0,13,15,11,4,17,4,20,20,3,0,1,9,2,8,0,10,8,2,9,1,5,4,6,5,6,5,6,5,6,5,6,6,6,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.842394731446695,-0.390546606176073,2.23215663284862,-0.0525589042626948,-0.7234193084078,7907.831056,0.999492075167843,0.970950594454669,307.832,8.16799999999998,0.999648160427348,0.98058067569092,"bi","same"
"60f56f0103876eae7c0d870f",21,"Woman","College","English","IsiZulu","Sesotho","n/a","No.","BLP",20,19,19,NA,"true","true","true","",46.308,45.854,45.854,0,27.25,14.17,7.63,0,54.48,54.48,40.86,0,40.86,54.48,54.48,0,168.898,168.984,148.824,0,20,20,20,20,20,20,20,20,2,2,6,2,1,3,7,2,4,4,7,2,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,20,NA,20,NA,20,NA,20,NA,2,NA,2,NA,6,NA,1,NA,2,NA,1,NA,6,NA,6,NA,3,NA,3,NA,6,NA,6,NA,6,NA,6,NA,0.893762975622212,-1.27701031445364,0.308188044728584,1.54358182631663,0.396944821344738,6670.009009,1.58246159233328,1.40621741778288,486.706,0.0859999999999843,0.99829592864477,0.89482497940784,"tri","same"
"60f579085ebf24f9c80f223e",21,"Woman","MinusCollege","English","Sepedi","IsiZulu","Setswana","no","BLP",13,19,4,10,"true","true","true","true",29.964,30.418,23.608,27.24,28.34,20.71,5.45,1.09,54.48,54.48,38.59,49.94,43.13,54.48,49.94,47.67,155.914,160.088,117.588,125.94,15,19,5,5,5,7,20,6,8,11,4,3,1,9,6,3,5,4,10,0,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,5,12,20,13,5,7,8,8,10,10,2,1,0,0,1,0,1,0,0,0,6,6,5,6,4,5,2,5,6,6,4,3,6,6,6,6,-0.0422976828715255,3.35509543201333,0.434898269450261,-0.264569954009226,0.456653501460906,452.236419666667,1.98742335824146,1.46592150076496,559.53,4.17400000000001,0.991444048038264,0.782120281967974,"quadri","same"
"60f6b8f8e574e14634ead43e",21,"Man","HighSchool","English","Tshivenda","n/a","n/a","no","BLP",19,20,NA,NA,"true","true","","",36.32,36.774,0,0,41.42,13.08,0,0,54.48,54.48,0,0,40.86,49.94,0,0,173.08,154.274,0,0,20,20,1,1,20,20,20,20,0,0,7,3,2,8,9,1,10,0,10,0,6,6,6,6,6,6,6,6,6,4,0,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.940448269443909,-0.344878634438198,-0.595787616266245,1.40066946214204,0.994124830605579,8988.99771566667,0.997618002842838,0.795040279384522,327.354,18.806,0.998353907638165,0.887216801234595,"bi","same"
"60f88d7fef1959734061e5a7",22,"Woman","MinusCollege","Polish","English","n/a","n/a","no","BLP",20,14,NA,NA,"true","true","","",51.756,13.62,0,0,50.14,4.36,0,0,54.48,40.86,0,0,54.48,20.43,0,0,210.856,79.27,0,0,20,0,14,14,20,1,20,0,20,1,8,2,10,0,8,2,10,0,10,0,6,4,6,5,6,4,6,5,6,2,6,2,6,2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06547140552806,-0.108971391427638,-0.471423001261512,-0.206092125811649,0.142603303341188,9900.23722233333,0.846055913272133,0.402179190202273,290.126,131.586,0.910708447131709,0.765704864789611,"bi","same"
